ticker,company,sector,industry,float_shares,float_source
GFF,Griffon Corporation,Industrials,Building Products,41894895.0,floatShares
GIII,"G-III Apparel Group, Ltd.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",33369368.0,floatShares
GKOS,Glaukos Corp.,Health Care,Health Care Equipment,56390764.0,floatShares
GNL,"Global Net Lease, Inc.",Real Estate,Diversified REITs,202222383.0,floatShares
GNW,"Genworth Financial, Inc.",Financials,Multi-line Insurance,364233286.0,floatShares
GO,Grocery Outlet,Consumer Staples,Food Retail,89078877.0,floatShares
GOLF,Acushnet Company,Consumer Discretionary,Leisure Products,26448724.0,floatShares
GPI,"Group 1 Automotive, Inc.",Consumer Discretionary,Automotive Retail,10521557.0,floatShares
GPOR,Gulfport Energy Corporation,Energy,Oil & Gas Exploration & Production,14497587.0,floatShares
GRBK,"Green Brick Partners, Inc.",Consumer Discretionary,Homebuilding,29654585.0,floatShares
GSHD,"Goosehead Insurance, Inc.",Financials,Insurance Brokers,20612753.0,floatShares
GT,Goodyear Tire and Rubber Company,Consumer Discretionary,Tires & Rubber,250719494.0,floatShares
GTES,Gates Corporation,Industrials,Industrial Machinery & Supplies & Components,246146477.0,floatShares
GTM,ZoomInfo,Communication Services,Interactive Media & Services,199980957.0,floatShares
GTY,Getty Realty Corp.,Real Estate,Retail REITs,57658723.0,floatShares
GVA,"Granite Construction, Inc.",Industrials,Construction & Engineering,42320719.0,floatShares
HAFC,Hanmi Financial Corporation,Financials,Regional Banks,28407351.0,floatShares
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",Financials,Specialized Finance,124060641.0,floatShares
HAYW,"Hayward Holdings, Inc.",Industrials,Electrical Components & Equipment,203314498.0,floatShares
HCC,"Warrior Met Coal, Inc.",Materials,Steel,50572255.0,floatShares
HCI,"HCI Group, Inc.",Financials,Property & Casualty Insurance,10274753.0,floatShares
HCSG,"Healthcare Services Group, Inc.",Industrials,Environmental & Facilities Services,66149775.0,floatShares
HE,"Hawaiian Electric Industries, Inc.",Utilities,Electric Utilities,171121634.0,floatShares
HFWA,Heritage Financial Corporation,Financials,Regional Banks,40149210.0,floatShares
HIW,Highwoods Properties,Real Estate,Office REITs,104028685.0,floatShares
HLIT,Harmonic Inc.,Information Technology,Communications Equipment,102537812.0,floatShares
HLX,"Helix Energy Solutions Group, Inc.",Energy,Oil & Gas Equipment & Services,135540267.0,floatShares
HMN,Horace Mann Educators Corporation,Financials,Multi-line Insurance,39650532.0,floatShares
HNI,HNI Corporation,Industrials,Office Services & Supplies,70690524.0,floatShares
HOPE,"Hope Bancorp, Inc.",Financials,Regional Banks,124637709.0,floatShares
HP,"Helmerich & Payne, Inc.",Energy,Oil & Gas Drilling,94988969.0,floatShares
HRMY,"Harmony Biosciences Holdings, Inc.",Health Care,Biotechnology,50955679.0,floatShares
HSTM,"HealthStream, Inc.",Health Care,Health Care Technology,22759504.0,floatShares
HTH,Hilltop Holdings Inc.,Financials,Regional Banks,37542081.0,floatShares
HTLD,"Heartland Express, Inc.",Industrials,Cargo Ground Transportation,53861390.0,floatShares
HTO,H2O America,Utilities,Water Utilities,31103791.0,floatShares
HUBG,"Hub Group, Inc.",Industrials,Air Freight & Logistics,58308649.0,floatShares
HWKN,"Hawkins, Inc.",Materials,Commodity Chemicals,9557469.0,floatShares
HZO,"MarineMax, Inc.",Consumer Discretionary,Specialty Stores,21172355.0,floatShares
IART,Integra Lifesciences Holdings,Health Care,Health Care Equipment,57338558.0,floatShares
IBP,"Installed Building Products, Inc.",Consumer Discretionary,Homebuilding,22433753.0,floatShares
ICHR,"Ichor Holdings, Ltd.",Information Technology,Semiconductor Materials & Equipment,35717102.0,floatShares
ICUI,ICU Medical,Health Care,Health Care Supplies,24037515.0,floatShares
IIPR,"Innovative Industrial Properties, Inc.",Real Estate,Industrial REITs,26733731.0,floatShares
INDB,Independent Bank Corp.,Financials,Regional Banks,46401348.0,floatShares
INDV,Indivior,Health Care,Pharmaceuticals,106722103.0,floatShares
INSP,"Inspire Medical Systems, Inc.",Health Care,Health Care Equipment,24975962.0,floatShares
INSW,"International Seaways, Inc.",Energy,Oil & Gas Storage & Transportation,40584470.0,floatShares
INVA,"Innoviva, Inc.",Health Care,Pharmaceuticals,64908234.0,floatShares
INVX,"Innovex International, Inc.",Energy,Oil & Gas Equipment & Services,45672991.0,floatShares
IOSP,"Innospec, Inc.",Materials,Specialty Chemicals,23735708.0,floatShares
IPAR,"Inter Parfums, Inc.",Consumer Staples,Household Products,17834197.0,floatShares
IRDM,Iridium Communications,Communication Services,Alternative Carriers,91913215.0,floatShares
ITGR,Integer Holdings Corporation,Health Care,Health Care Equipment,32995741.0,floatShares
ITRI,"Itron, Inc.",Information Technology,Electronic Equipment & Instruments,41698563.0,floatShares
IVT,InvenTrust Properties,Real Estate,Retail REITs,75637519.0,floatShares
JBGS,JBG Smith,Real Estate,Office REITs,53131648.0,floatShares
JBLU,JetBlue,Industrials,Passenger Airlines,332630873.0,floatShares
JBSS,"John B. Sanfilippo & Son, Inc.",Consumer Staples,Packaged Foods & Meats,8865023.0,floatShares
JBTM,JBT Marel Corporation,Industrials,Industrial Machinery & Supplies & Components,50319979.0,floatShares
JJSF,J&J Snack Foods Corp.,Consumer Staples,Packaged Foods & Meats,14379794.0,floatShares
JOE,St. Joe Company,Real Estate,Real Estate Development,54451699.0,floatShares
JXN,"Jackson Financial, Inc.",Financials,Life & Health Insurance,59510538.0,floatShares
KAI,Kadant Inc.,Industrials,Industrial Machinery & Supplies & Components,11486704.0,floatShares
KALU,Kaiser Aluminum Corporation,Materials,Aluminum,15791212.0,floatShares
KFY,Korn/Ferry International,Industrials,Human Resource & Employment Services,49854609.0,floatShares
KGS,"Kodiak Gas Services, Inc.",Energy,Oil & Gas Equipment & Services,99770469.0,floatShares
KLIC,"Kulicke and Soffa Industries, Inc.",Information Technology,Semiconductor Materials & Equipment,49288270.0,floatShares
KMPR,Kemper Corporation,Financials,Multi-line Insurance,56812527.0,floatShares
KMT,Kennametal,Industrials,Industrial Machinery & Supplies & Components,74527325.0,floatShares
KMX,"CarMax, Inc.",Consumer Discretionary,Automotive Retail,128438057.0,floatShares
KN,Knowles Corporation,Information Technology,Electronic Components,82549080.0,floatShares
KNTK,"Kinetik Holdings, Inc.",Energy,Oil & Gas Storage & Transportation,62294488.0,floatShares
KOP,"Koppers Holdings, Inc.",Materials,Commodity Chemicals,16331463.0,floatShares
KRMN,Karman Holdings,Industrials,Aerospace & Defense,101841552.0,floatShares
KSS,Kohl's Corp.,Consumer Discretionary,Broadline Retail,108524927.0,floatShares
KTB,Kontoor Brands,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",53682578.0,floatShares
KWR,Quaker Chemical Corporation,Materials,Specialty Chemicals,13176282.0,floatShares
LAUR,"Laureate Education, Inc.",Consumer Discretionary,Education Services,116501521.0,floatShares
LAZ,Lazard,Financials,Diversified Capital Markets,94781401.0,floatShares
LBRT,"Liberty Energy, Inc.",Energy,Oil & Gas Equipment & Services,158581258.0,floatShares
LCII,LCI Industries,Consumer Discretionary,Automotive Parts & Equipment,22926724.0,floatShares
LEG,Leggett & Platt,Consumer Discretionary,Home Furnishings,130568152.0,floatShares
LEU,Centrus Energy Corp.,Energy,Coal & Consumable Fuels,19042409.0,floatShares
LFST,Lifestance Health,Health Care,Health Care Services,230780691.0,floatShares
LGIH,LGI Homes,Consumer Discretionary,Homebuilding,18827148.0,floatShares
LIF,Life360,Information Technology,Application Software,77814046.0,floatShares
LGND,"Ligand Pharmaceuticals, Inc.",Health Care,Biotechnology,19248030.0,floatShares
LKFN,Lakeland Financial,Financials,Regional Banks,23668144.0,floatShares
LKQ,LKQ Corporation,Consumer Discretionary,Distributors,245988868.0,floatShares
LMAT,LeMaitre Vascular,Health Care,Health Care Equipment,20949612.0,floatShares
LNC,Lincoln Financial,Financials,Multi-line Insurance,168824004.0,floatShares
LNN,Lindsay Corporation,Materials,Agricultural & Farm Machinery,9828736.0,floatShares
LPG,Dorian LPG Ltd.,Energy,Oil & Gas Storage & Transportation,35801403.0,floatShares
LQDA,Liquidia Corporation,Health Care,Pharmaceuticals,62269545.0,floatShares
LQDT,"Liquidity Services, Inc.",Industrials,Diversified Support Services,23369314.0,floatShares
LRN,"Stride, Inc.",Consumer Discretionary,Education Services,39420106.0,floatShares
LTC,"LTC Properties, Inc.",Real Estate,Health Care REITs,37770642.0,floatShares
LTH,"Life Time Group Holdings, Inc.",Consumer Discretionary,Leisure Facilities,189585117.0,floatShares
LUMN,Lumen Technologies,Communication Services,Alternative Carriers,932983626.0,floatShares
LW,Lamb Weston,Consumer Staples,Packaged Foods & Meats,133228723.0,floatShares
LXP,Lexington Realty Trust,Real Estate,Diversified REITs,55486450.0,floatShares
LYFT,"Lyft, Inc.",Industrials,Passenger Ground Transportation,335201176.0,floatShares
LZ,"LegalZoom.com, Inc.",Industrials,Research & Consulting Services,114870735.0,floatShares
LZB,"La-Z-Boy, Inc.",Consumer Discretionary,Home Furnishings,38379682.0,floatShares
MAC,Macerich,Real Estate,Retail REITs,279218081.0,floatShares
MAN,ManpowerGroup,Industrials,Human Resource & Employment Services,40282660.0,floatShares
MARA,"MARA Holdings, Inc.",Information Technology,Internet Services & Infrastructure,370600094.0,floatShares
MATW,Matthews International Corporation,Consumer Discretionary,Specialized Consumer Services,26973800.0,floatShares
MATX,"Matson, Inc.",Industrials,Marine Transportation,28810188.0,floatShares
MBC,"MasterBrand, Inc.",Industrials,Building Products,174839029.0,floatShares
MBGL,"Mobility Global, Inc.",Industrials,Data Processing & Outsourced Services,294741718.0,floatShares
MBIN,Merchants Bancorp,Financials,Regional Banks,24263572.0,floatShares
MC,Moelis & Company,Financials,Investment Banking & Brokerage,72534085.0,floatShares
MCRI,"Monarch Casino & Resort, Inc.",Consumer Discretionary,Casinos & Gaming,11872236.0,floatShares
MCY,Mercury General,Financials,Property & Casualty Insurance,26148417.0,floatShares
MD,Pediatrix Medical Group,Health Care,Health Care Services,77386286.0,floatShares
MDU,"MDU Resources Group, Inc.",Utilities,Multi-Utilities,207465565.0,floatShares
MFP,"Midera Food Processing, Inc.",Industrials,Industrial Machinery & Supplies & Components,41833893.0,floatShares
MGEE,"MGE Energy, Inc.",Utilities,Electric Utilities,37018130.0,floatShares
MGY,"Magnolia Oil & Gas, Corp.",Energy,Oil & Gas Exploration & Production,234124969.0,floatShares
MHK,Mohawk Industries,Consumer Discretionary,Home Furnishings,51817649.0,floatShares
MHO,"M/I Homes, Inc.",Consumer Discretionary,Homebuilding,24335929.0,floatShares
MIR,"Mirion Technologies, Inc.",Information Technology,Electronic Equipment & Instruments,221699325.0,floatShares
MKTX,MarketAxess,Financials,Financial Exchanges & Data,28977123.0,floatShares
MLKN,"MillerKnoll, Inc.",Industrials,Office Services & Supplies,66345903.0,floatShares
MMI,"Marcus & Millichap, Inc.",Real Estate,Real Estate Services,22660850.0,floatShares
MMSI,"Merit Medical Systems, Inc.",Health Care,Health Care Supplies,57123765.0,floatShares
MPT,Medical Properties Trust,Real Estate,Health Care REITs,484661846.0,floatShares
MRCY,Mercury Systems,Industrials,Electrical Components & Equipment,55047682.0,floatShares
MRP,"Millrose Properties, Inc.",Real Estate,Single-Family Residential REITs,151492166.0,floatShares
MRTN,"Marten Transport, Ltd.",Industrials,Cargo Ground Transportation,57270145.0,floatShares
MSEX,Middlesex Water Company,Utilities,Water Utilities,17901749.0,floatShares
MSGS,Madison Square Garden Sports Corp.,Communication Services,Movies & Entertainment,16958487.0,floatShares
MTCH,Match Group,Communication Services,Interactive Media & Services,223488543.0,floatShares
MTH,Meritage Homes Corporation,Consumer Discretionary,Homebuilding,62075065.0,floatShares
MTRN,Materion Corp.,Materials,Diversified Metals & Mining,20425801.0,floatShares
MTUS,Metallus Inc,Materials,Steel,35804721.0,floatShares
MTX,Minerals Technologies,Materials,Specialty Chemicals,30371088.0,floatShares
MWA,Mueller Water Products,Industrials,Industrial Machinery & Supplies & Components,152822060.0,floatShares
MXL,"MaxLinear, Inc.",Information Technology,Semiconductors,81656521.0,floatShares
MYRG,"MYR Group, Inc.",Industrials,Construction & Engineering,15018566.0,floatShares
NABL,"N-able, Inc.",Information Technology,Systems Software,72179113.0,floatShares
NATL,NCR Atleos,Financials,Transaction & Payment Processing Services,72699804.0,floatShares
NAVI,Navient,Financials,Consumer Finance,61849497.0,floatShares
NBHC,National Bank Holdings Corporation,Financials,Regional Banks,42281837.0,floatShares
NBTB,"NBT Bancorp, Inc.",Financials,Regional Banks,50432955.0,floatShares
NE,Noble Corporation,Energy,Oil & Gas Drilling,156181175.0,floatShares
NEO,"NeoGenomics Laboratories, Inc.",Health Care,Health Care Services,115719114.0,floatShares
NEOG,Neogen,Health Care,Health Care Supplies,215849289.0,floatShares
NGVT,"Ingevity, Corp.",Materials,Specialty Chemicals,33544257.0,floatShares
NHC,"National Healthcare, Corp.",Health Care,Health Care Facilities,12621831.0,floatShares
NHI,"National Health Investors, Inc.",Real Estate,Health Care REITs,46969710.0,floatShares
NIC,Nicolet Bankshares,Financials,Regional Banks,19784102.0,floatShares
NMIH,"NMI Holdings, Inc.",Financials,Commercial & Residential Mortgage Finance,72707831.0,floatShares
NOG,"Northern Oil and Gas, Inc.",Energy,Oil & Gas Exploration & Production,102056942.0,floatShares
NPK,"National Presto Industries, Inc.",Industrials,Aerospace & Defense,4814793.0,floatShares
NPO,"EnPro Industries, Inc.",Industrials,Industrial Machinery & Supplies & Components,20700710.0,floatShares
NSIT,"Insight Enterprises, Inc.",Industrials,Technology Distributors,28632445.0,floatShares
NSP,Insperity,Industrials,Human Resource & Employment Services,35463162.0,floatShares
NSSC,Napco Security Technologies,Information Technology,Electronic Equipment & Instruments,33488662.0,floatShares
NTCT,"NETSCOUT Systems, Inc.",Information Technology,Communications Equipment,64804754.0,floatShares
NTST,NETSTREIT Corp.,Real Estate,Retail REITs,97125744.0,floatShares
NWBI,"Northwest Bancshares, Inc.",Financials,Regional Banks,143588523.0,floatShares
NWL,Newell Brands,Consumer Discretionary,Housewares & Specialties,382965021.0,floatShares
NWN,NW Natural,Utilities,Gas Utilities,41409518.0,floatShares
NX,Quanex Building Products Corporation,Industrials,Building Products,39385478.0,floatShares
NXRT,"NexPoint Residential Trust, Inc.",Real Estate,Multi-Family Residential REITs,21527506.0,floatShares
OFG,OFG Bancorp,Financials,Regional Banks,41249432.0,floatShares
OGN,Organon & Co.,Health Care,Pharmaceuticals,253502138.0,floatShares
OI,"O-I Glass, Inc.",Materials,"Metal, Glass & Plastic Containers",147499528.0,floatShares
OII,"Oceaneering International, Inc.",Energy,Oil & Gas Equipment & Services,96183458.0,floatShares
OMCL,Omnicell,Health Care,Health Care Technology,41363121.0,floatShares
OPLN,"OPENLANE, Inc.",Industrials,Diversified Support Services,103761394.0,floatShares
OSIS,"OSI Systems, Inc.",Information Technology,Electronic Equipment & Instruments,15437710.0,floatShares
OSW,OneSpaWorld Holdings Limited,Consumer Discretionary,Leisure Facilities,98398941.0,floatShares
OTTR,Otter Tail Corporation,Utilities,Electric Utilities,40566467.0,floatShares
OUT,Outfront Media,Real Estate,Other Specialized REITs,170065630.0,floatShares
PAHC,Phibro Animal Health,Health Care,Pharmaceuticals,20561849.0,floatShares
PARR,"Par Pacific Holdings, Inc.",Energy,Oil & Gas Refining & Marketing,47758972.0,floatShares
PAYC,Paycom,Industrials,Human Resource & Employment Services,36188160.0,floatShares
PAYO,Payoneer Global Inc.,Financials,Transaction & Payment Processing Services,271206044.0,floatShares
PATK,"Patrick Industries, Inc.",Consumer Discretionary,Automotive Parts & Equipment,30492116.0,floatShares
PBH,Prestige Consumer Healthcare,Health Care,Pharmaceuticals,46317596.0,floatShares
PBI,"Pitney Bowes, Inc.",Industrials,Office Services & Supplies,132368825.0,floatShares
PCRX,"Pacira BioSciences, Inc.",Health Care,Pharmaceuticals,35892041.0,floatShares
PDFS,"PDF Solutions, Inc.",Information Technology,Semiconductor Materials & Equipment,34003888.0,floatShares
PEB,Pebblebrook Hotel Trust,Real Estate,Hotel & Resort REITs,101309062.0,floatShares
PECO,Phillips Edison & Company,Real Estate,Retail REITs,123028191.0,floatShares
PENG,"Penguin Solutions, Inc.",Information Technology,Semiconductors,49089993.0,floatShares
PENN,Penn Entertainment,Consumer Discretionary,Casinos & Gaming,123654687.0,floatShares
PFBC,Preferred Bank,Financials,Regional Banks,10483963.0,floatShares
PFS,"Provident Financial Services, Inc.",Financials,Regional Banks,125140502.0,floatShares
PGNY,"Progyny, Inc.",Health Care,Health Care Services,68189407.0,floatShares
PHIN,"PHINIA, Inc.",Consumer Discretionary,Automotive Retail,35212866.0,floatShares
PI,"Impinj, Inc.",Information Technology,Electronic Equipment & Instruments,29297404.0,floatShares
PIPR,Piper Sandler Companies,Financials,Investment Banking & Brokerage,67847013.0,floatShares
PJT,"PJT Partners, Inc.",Financials,Investment Banking & Brokerage,23524490.0,floatShares
PLAB,"Photronics, Inc.",Information Technology,Semiconductor Materials & Equipment,56603381.0,floatShares
PLMR,"Palomar Holdings, Inc.",Financials,Property & Casualty Insurance,24742043.0,floatShares
PLUS,"ePlus, Inc.",Information Technology,Technology Distributors,24975466.0,floatShares
PLXS,Plexus Corp.,Information Technology,Electronic Manufacturing Services,26014314.0,floatShares
PMT,PennyMac Mortgage Investment Trust,Real Estate,Mortgage REITs,71121374.0,floatShares
POOL,Pool Corporation,Consumer Discretionary,Distributors,34376166.0,floatShares
POWI,Power Integrations,Information Technology,Semiconductors,53944552.0,floatShares
POWL,"Powell Industries, Inc.",Industrials,Electrical Components & Equipment,28690280.0,floatShares
PPLI,People Inc.,Communication Services,Interactive Media & Services,49148424.0,floatShares
PRDO,Perdoceo Education Corp.,Consumer Discretionary,Education Services,57099685.0,floatShares
PRG,"PROG Holdings, Inc.",Financials,Consumer Finance,37318655.0,floatShares
PRGO,Perrigo,Health Care,Pharmaceuticals,136934716.0,floatShares
PRGS,Progress Software Corporation,Information Technology,Systems Software,39957269.0,floatShares
PRIM,Primoris Services Corporation,Industrials,Construction & Engineering,52695388.0,floatShares
PRK,Park National Corp.,Financials,Regional Banks,16149179.0,floatShares
PRKS,United Parks & Resorts,Consumer Discretionary,Leisure Facilities,16691496.0,floatShares
PRLB,Protolabs,Industrials,Industrial Machinery & Supplies & Components,23258543.0,floatShares
PRSU,"Pursuit Attractions & Hospitality, Inc.",Consumer Discretionary,"Hotels, Resorts & Cruise Lines",12687647.0,floatShares
PRVA,"Privia Health Group, Inc.",Health Care,Health Care Services,113841835.0,floatShares
PSMT,PriceSmart,Consumer Staples,Consumer Staples Merchandise Retail,27318070.0,floatShares
PTCT,"PTC Therapeutics, Inc.",Health Care,Pharmaceuticals,70620358.0,floatShares
PTEN,"Patterson-UTI Energy, Inc.",Energy,Oil & Gas Drilling,369966211.0,floatShares
PTGX,"Protagonist Therapeutics, Inc.",Health Care,Biotechnology,51465087.0,floatShares
PTON,"Peloton Interactive, Inc.",Consumer Discretionary,Leisure Products,413228522.0,floatShares
PZZA,Papa John's Pizza,Consumer Discretionary,Restaurants,31903748.0,floatShares
QDEL,QuidelOrtho,Health Care,Health Care Supplies,61962699.0,floatShares
QNST,"QuinStreet, Inc.",Communication Services,Interactive Media & Services,51951530.0,floatShares
QRVO,Qorvo,Information Technology,Semiconductors,79808818.0,floatShares
QTWO,"Q2 Holdings, Inc.",Information Technology,Application Software,60299484.0,floatShares
RAMP,"LiveRamp Holdings, Inc.",Information Technology,Application Software,56873098.0,floatShares
RAL,Ralliant Corp,Information Technology,Electronic Equipment & Instruments,108031117.0,floatShares
RCUS,"Arcus Biosciences, Inc.",Health Care,Biotechnology,86374049.0,floatShares
RDN,"Radian Group, Inc.",Financials,Property & Casualty Insurance,127985649.0,floatShares
RDNT,"RadNet, Inc.",Health Care,Health Care Services,65727949.0,floatShares
RELY,Remitly,Financials,Transaction & Payment Processing Services,170494571.0,floatShares
RES,"RPC, Inc.",Energy,Oil & Gas Equipment & Services,85482067.0,floatShares
REYN,Reynolds Consumer Products,Consumer Staples,Household Products,53880283.0,floatShares
REX,REX American Resources Corporation,Energy,Oil & Gas Refining & Marketing,30460143.0,floatShares
REZI,"Resideo Technologies, Inc.",Industrials,Trading Companies & Distributors,131254768.0,floatShares
RHI,Robert Half,Industrials,Human Resource & Employment Services,89172095.0,floatShares
RHP,Ryman Hospitality Properties,Real Estate,Hotel & Resort REITs,60178605.0,floatShares
RITM,Rithm Capital,Financials,Mortgage REITs,553900686.0,floatShares
RNG,"RingCentral, Inc.",Information Technology,Application Software,72145984.0,floatShares
RNST,Renasant Corp.,Financials,Regional Banks,89007840.0,floatShares
ROAD,"Construction Partners, Inc.",Industrials,Construction & Engineering,47058301.0,floatShares
ROCK,"Gibraltar Industries, Inc.",Industrials,Building Products,29238631.0,floatShares
ROG,Rogers Corporation,Information Technology,Electronic Components,16207831.0,floatShares
RRR,"Red Rock Resorts, Inc.",Consumer Discretionary,Casinos & Gaming,46462844.0,floatShares
RSI,"Rush Street Interactive, Inc.",Consumer Discretionary,Casinos & Gaming,101854093.0,floatShares
RUN,Sunrun,Industrials,Building Products,219418826.0,floatShares
RUSHA,Rush Enterprises,Industrials,Construction Machinery & Heavy Transportation Equipment,68079513.0,floatShares
RXO,"RXO, Inc.",Industrials,Cargo Ground Transportation,124256994.0,floatShares
SAFE,"Safehold, Inc.",Real Estate,Other Specialized REITs,54201364.0,floatShares
SABR,Sabre,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",260387854.0,floatShares
SAFT,"Safety Insurance Group, Inc.",Financials,Property & Casualty Insurance,14110145.0,floatShares
SAH,"Sonic Automotive, Inc.",Consumer Discretionary,Automotive Retail,11983907.0,floatShares
SBCF,Seacoast Banking Corporation of Florida,Financials,Regional Banks,87074914.0,floatShares
SBH,"Sally Beauty Holdings, Inc.",Consumer Discretionary,Specialty Stores,86321626.0,floatShares
SBSI,"Southside Bancshares, Inc.",Financials,Regional Banks,28112204.0,floatShares
SCHL,Scholastic Corporation,Consumer Discretionary,Publishing,14237094.0,floatShares
SCL,Stepan Company,Materials,Specialty Chemicals,21328351.0,floatShares
SCSC,"ScanSource, Inc.",Information Technology,Technology Distributors,19742638.0,floatShares
SDGR,"Schrödinger, Inc.",Health Care,Health Care Services,55864843.0,floatShares
SEDG,SolarEdge,Information Technology,Semiconductor Materials & Equipment,58962585.0,floatShares
SEI,"Solaris Energy Infrastructure, Inc.",Energy,Oil & Gas Equipment & Services,59503812.0,floatShares
SEZL,Sezzle,Financials,Transaction & Payment Processing Services,16948971.0,floatShares
SFBS,"ServisFirst Bancshares, Inc.",Financials,Regional Banks,50613623.0,floatShares
SFNC,Simmons First National Corporation,Financials,Regional Banks,141233326.0,floatShares
SHAK,"Shake Shack, Inc.",Consumer Discretionary,Restaurants,37080538.0,floatShares
SHEN,Shenandoah Telecommunications Co,Communication Services,Wireless Telecommunication Services,42795805.0,floatShares
SHO,"Sunstone Hotel Investors, Inc.",Real Estate,Hotel & Resort REITs,179179300.0,floatShares
SHOO,"Steven Madden, Ltd.",Consumer Discretionary,Footwear,70645168.0,floatShares
SIG,Signet Jewelers,Consumer Discretionary,Specialty Stores,34418673.0,floatShares
SKT,"Tanger Factory Outlet Centers, Inc.",Real Estate,Retail REITs,109856480.0,floatShares
SKY,"Champion Homes, Inc.",Consumer Discretionary,Homebuilding,52079617.0,floatShares
SKYW,"SkyWest, Inc.",Industrials,Passenger Airlines,37730260.0,floatShares
SLG,SL Green Realty,Real Estate,Office REITs,69853757.0,floatShares
SLVM,Sylvamo Corp.,Materials,Paper Products,28689401.0,floatShares
SM,SM Energy Company,Energy,Oil & Gas Exploration & Production,219299072.0,floatShares
SMP,"Standard Motor Products, Inc.",Consumer Discretionary,Automotive Parts & Equipment,20636399.0,floatShares
SMPL,Simply Good Foods Company,Consumer Staples,Packaged Foods & Meats,78692732.0,floatShares
SNDR,Schneider National,Industrials,Cargo Ground Transportation,67175304.0,floatShares
SNEX,StoneX Group Inc.,Financials,Investment Banking & Brokerage,108192005.0,floatShares
SONO,"Sonos, Inc.",Consumer Discretionary,Consumer Electronics,96885135.0,floatShares
SPHR,Sphere Entertainment,Communication Services,Movies & Entertainment,24186378.0,floatShares
SPNT,SiriusPoint Ltd.,Financials,Reinsurance,100715069.0,floatShares
SPSC,"SPS Commerce, Inc.",Information Technology,Application Software,34618847.0,floatShares
SRPT,Sarepta Therapeutics,Health Care,Biotechnology,91518420.0,floatShares
STAA,STAAR Surgical Company,Health Care,Health Care Equipment,24327654.0,floatShares
STBA,"S&T Bancorp, Inc.",Financials,Regional Banks,34424410.0,floatShares
